Temperature (K),Luminosity (L/Lo),Radius (R/Ro),Absolute magnitude (Mv),Star type,Star category,Star color,Spectral Class 
2347,0.0014686955010329173,0.14241127457729397,19.938029606608424,3,o,white,K
2302,0.0019391889070518662,0.19383697351709206,22.50936551363303,1,o,white,A
2117,0.00177006453973086,0.19304308139547055,23.206248866262804,0,n,yellow-orange,G
2007,0.0019420626302175524,0.13730251476908367,24.536179934497014,1,D,white,K
2237,0.001950956141928932,0.12437784674266568,16.324161645142276,0,w,"Red,Blue",F
2153,0.0015854949674914754,0.11221587377983455,24.169376717312556,0,r,white,A
2980,0.0016459986354881362,0.1366867197675494,17.586384292635437,5, ,white,F
2599,0.00014808345624410697,0.18314132661783056,15.892238943526563,3,o,yellow-orange,K
2643,0.0013701754198141003,0.12141932049005327,22.096231798369097,0,o,Yellow,G
2298,0.0014312673426160097,0.14910750587343613,17.44741337197404,0, ,Yellow,K
2946,0.0018952712064546613,0.13421796928704618,20.095566714745498,2,r,"Red,Blue",M
2546,0.001407972290689316,0.13080443512202417,15.940268607514879,5,a,yellow-orange,G
2974,0.002372877992774125,0.19548890615713566,17.267159377050984,1,w,yellow-orange,G
2871,0.0007873608892555069,0.10836712191097901,23.93312210852126,1,w,yellow-orange,A
2716,0.0019415082842057867,0.16079300996156487,24.410315941345395,5,a,"Red,Blue",O
2018,0.0007282139586138863,0.18771565686588512,22.078362699485886,5,w,Yellow,B
2653,0.0014034309729292762,0.13807923176496162,16.848682946119318,0,o,yellow-orange,G
2659,0.002311168801339628,0.128605556731928,17.518196977729133,5,B,Yellow,A
2059,0.0014474973800575333,0.13150848790626019,21.64940336369398,0,a,yellow-orange,F
2209,0.0015205214763239056,0.1066809853709117,19.545311697273007,3,o,"Red,Blue",A
2770,0.0014973528818326665,0.16037166829145438,19.312047810595676,0,f,yellow-orange,K
2764,0.000756463278862628,0.1291434377943791,16.527162427222432,5,w,yellow-orange,O
2222,0.0011709666601909328,0.10631508073674922,16.767307980567498,1,a,"Red,Blue",B
2493,0.001855770363500433,0.17491949192759643,23.790199403443214,0,r,white,K
2261,0.0018379807429223871,0.10102701584416321,16.27999155256022,0,o,white,M
2590,0.0017120323221385503,0.16176868407584163,24.08426047572162,1,D,"Red,Blue",O
2085,0.0015961674915401266,0.11124772564880868,22.68492708134193,1, ,"Red,Blue",A
2070,0.002395151541139125,0.19704602261360485,19.618072327281375,3,D,Yellow,F
2212,0.0013318711836384268,0.15583745270888444,22.06101041669292,4,D,yellow-orange,F
2634,0.0010405621354455368,0.1614396556939027,15.562594944843061,0,r,Yellow,B
2583,0.0009368668906468542,0.12318595784464158,19.61076344911178,1,B,white,K
2995,0.0001016784303135358,0.1446039431846895,24.54524276708613,4, ,"Red,Blue",G
2164,0.002036108111570376,0.1646367061807558,23.028670726583663,0,w,Yellow,G
2326,0.0018071916666313123,0.18275564540355668,15.53465001309908,2,w,Yellow,F
2572,0.0005478127854931009,0.12152490782369935,18.486743531934497,2,f,yellow-orange,F
2350,0.00012674239396988246,0.10230044328170174,22.059168712671084,5,w,yellow-orange,F
2776,0.00034436544063823755,0.13821809736917742,22.970763252144295,1,o,yellow-orange,M
2624,0.0006162190166386926,0.11337102345506767,25.039572773141323,1,r,"Red,Blue",O
2946,0.00047972322298725257,0.12232938168474944,21.38347305436561,4,a,white,M
2378,0.0016396347059366902,0.12205559134496735,20.361820369718462,3,B,yellow-orange,F
2262,0.0019010301809753388,0.11292631811334342,19.035217657783917,2,o,white,O
2018,0.0017466105586584175,0.1644841551852388,23.412557411403053,4,w,yellow-orange,K
2623,0.000827064364860001,0.11631269705995478,23.635332510791685,0,n,yellow-orange,A
2258,0.001821366027173974,0.11102371804125183,17.069449529546397,0,D,white,G
2298,0.0007023765974048938,0.14223107713401023,22.437959525536094,1,B,yellow-orange,M
2046,0.0007366777849422317,0.10024638176447666,20.97948243781996,2, ,"Red,Blue",A
2474,0.0004805803687325784,0.15264621743029638,17.611969031846062,5,f,"Red,Blue",F
2541,0.00034544209326375154,0.15081405509011123,16.795488803518722,3,B,yellow-orange,K
2754,0.0008794594335798814,0.15019948781992792,21.912661017466977,4,w,white,B
2167,0.0005325057822080784,0.19022927444444906,16.30932174578445,0,f,"Red,Blue",A
2520,0.002438208282944226,0.11564465240504776,23.782400912290626,3,r,yellow-orange,G
2125,0.0018926247898198689,0.1081731392674391,16.973002115785057,0,B,"Red,Blue",M
2900,0.0008961025887176903,0.12807367166646288,24.256128321635607,5,a,Yellow,K
2808,0.0008388544171231265,0.16363459789588872,18.86344185778279,3,D,white,F
2412,0.0024930444970754032,0.1364833762760206,17.81690839800841,5,B,Yellow,M
2800,0.0023707919369986667,0.14975848987367124,15.887825558871288,5, ,Yellow,M
2944,0.001368696854160151,0.15912744803751083,22.609656577218047,5,w,yellow-orange,F
2798,0.0009798841366410638,0.1285743949982526,20.161537865463515,1,w,yellow-orange,F
2430,0.0020331270002477268,0.1280674317100083,23.662722846067517,3,D,yellow-orange,A
2613,0.0014067540873555393,0.11385353963508604,21.72269821633031,2,r,yellow-orange,B
2650,0.0020546289069992138,0.13221992416838763,22.689991542558253,1,w,"Red,Blue",G
2936,0.00242600606873676,0.18220896650633922,24.16210788713813,2,r,Yellow,K
2871,0.0018950165309829122,0.15441177006775464,16.142352162419733,0,n,white,O
2769,0.002077365288697335,0.15803211309804757,15.442835497760978,5,n,yellow-orange,A
2448,0.0011844117135632552,0.15976898295321174,17.4184646237605,3,o,yellow-orange,O
2457,0.0011493199470860537,0.17202323847652806,18.811642271113882,2,r,"Red,Blue",B
2435,0.0014208431284165948,0.17169242895390852,16.9189259496679,3,D,white,F
2815,0.0007402447181774836,0.16462321223809165,19.974707429132465,0,a,"Red,Blue",G
2202,0.001324203261761479,0.10936969538409454,17.778371728921613,5,o,white,G
2474,0.001703960888639634,0.19536396630377917,20.922208279275544,4,w,yellow-orange,A
2685,0.0009440515421057028,0.12403843735187517,23.876531919348544,5,B,yellow-orange,M
2523,0.0010463430093711097,0.1811835683027932,23.853180766360836,4,r,Yellow,K
2050,0.0020107684947068927,0.10640865676908667,19.955554481035257,1,f,yellow-orange,K
2974,0.0010658397404757535,0.19782752087331967,19.657762591284445,5,n,"Red,Blue",G
2660,0.0007580499523922092,0.16302087777097446,15.152693757053925,1,o,Yellow,G
2497,0.0006752749495573928,0.12017486414915851,24.310395799339958,2, ,Yellow,A
2964,0.0018066369292098039,0.1629658463860688,17.852582065282693,0,w,white,M
2638,0.0008682592900626205,0.13030576078627448,22.66445447758896,4,r,"Red,Blue",F
2568,0.0015530001124923693,0.14668105291207356,16.62553917177932,4,w,"Red,Blue",K
2405,0.0010831634370224756,0.12320031330121385,22.62865172041348,4,f,yellow-orange,M
2184,0.0010999815657521737,0.1295444936008403,18.6729664592448,3,w,Yellow,G
2835,0.0011313022536971475,0.1489021262340437,15.695663057686536,4,a,yellow-orange,A
2395,0.001619878603019629,0.10580507757580698,21.410730521806524,2,r,white,B
2227,0.001072872702699652,0.1595586099696092,18.32900774949673,0,a,yellow-orange,B
2602,0.00037496351527870476,0.13253954225887613,21.51074267663862,1,r,white,B
2498,0.002395981558278209,0.15860252753347628,21.956259318994313,1,w,"Red,Blue",A
2148,0.0015487758302904974,0.1615318776359968,17.694660135170867,4,B,white,K
2562,0.0014543875064511977,0.16390823920461356,25.09419914989597,4,o,yellow-orange,M
2603,0.001502385121548886,0.12424170395713287,24.005553619848413,2,n,"Red,Blue",O
2920,0.0006232463135515187,0.10953014221556459,15.628281937538974,3,r,Yellow,M
2090,0.0017032209953608344,0.1888778359225789,23.556802878555445,3, ,Yellow,K
2889,0.002164088073522524,0.16061847467233545,21.215886201198977,4,f,Yellow,B
2905,0.001942716420487584,0.19504954644160388,16.33356724098692,5,r,"Red,Blue",A
2221,0.001749273562081989,0.19989570290270708,21.651417824765602,3,w,"Red,Blue",A
2130,0.0020121784404517505,0.1860641342470703,20.204865884828813,2,w,white,G
2293,0.0012212370227919947,0.1539796064041501,22.78986110092927,3,w,"Red,Blue",A
2768,0.001032496347474696,0.1827787549361921,22.6333627233513,3,w,Yellow,K
2941,0.00019637805029364835,0.10833148715700547,19.12019337174903,5,a,yellow-orange,F
2736,0.0015008413025869825,0.11360929320202642,17.125291229528518,3,B,Yellow,A
2149,0.0011676830022712306,0.1814052345382154,23.5223100710916,3,w,Yellow,A
2163,0.0023057248180644533,0.17798179410360906,17.73267267992726,3,r,"Red,Blue",M
2469,0.0009417278256311307,0.1523251163394196,21.852107455081324,4, ,white,G
2777,0.002154647866869911,0.18980775602283229,20.171254952593458,5,w,"Red,Blue",B
2913,0.0024976185272000753,0.13028232555527836,20.64646676922962,5, ,white,A
2616,0.00043796844144452325,0.10158773136285146,18.69492225345635,4,r,yellow-orange,O
2614,0.0018462132121233818,0.14497707312409042,15.228843139165832,3,D,white,O
2459,0.0017011710091447375,0.17183250975017328,15.287029614665842,5,B,white,A
2475,0.001292454155243645,0.13227415130343684,24.368532333988455,0,w,yellow-orange,G
2704,0.0015337345776352798,0.19753313039166298,21.130006917190876,4, ,yellow-orange,B
2262,0.0013249088642805554,0.18040360364654318,24.745744691920436,4,D,yellow-orange,A
2597,0.0019754334466462317,0.19280054025980514,16.908450992840812,2,a,Yellow,B
2269,0.0008670929192487472,0.1180998506526833,21.26483864495524,2,B,white,F
2489,0.0005973225900205463,0.1807547111961053,21.448267766674356,1,r,Yellow,O
2721,0.0018121112783624428,0.13167016891197914,19.58306514817271,1,f,yellow-orange,B
2630,0.001138185284505118,0.13742562778464462,23.03079421530788,5,f,white,A
2111,0.0003401179998790109,0.1251372057858602,22.381918156797745,3,B,Yellow,M
2439,0.0009232432856473089,0.10444289557628895,18.674609698716054,4,r,white,A
2595,0.00018217174840119325,0.11010584876872705,24.82718084665247,4,r,white,A
2171,0.00013945121482456226,0.11952722062564744,24.988114550174537,1,f,Yellow,M
2397,0.0020687659329690095,0.1186713769472579,15.555999130972094,4,a,"Red,Blue",G
2877,0.000958033194847994,0.10957789018910324,24.95209669432936,0,f,"Red,Blue",A
2469,0.0011581487523391804,0.17098298908773898,18.2632154934154,5,w,Yellow,M
2999,0.002403914439167575,0.1751412421823889,21.06920344015841,2,f,"Red,Blue",F
2422,0.0003329713780236307,0.11992650369266183,18.429928284477366,1,f,Yellow,G
2097,0.002466715597274303,0.1818664761471171,24.377422930544295,3,o,white,G
2338,0.002281656154260591,0.12395953639741442,21.935307191758515,5,n,"Red,Blue",K
2270,0.0004786826055022381,0.19095704287661647,19.143293119733876,1,w,"Red,Blue",B
2362,0.0014128416134235964,0.11380887406829951,22.28027591339233,4,B,yellow-orange,M
2595,0.0015589198700101438,0.1236240854488764,16.53431495738274,4,n,white,G
2609,0.0014682695515606434,0.11409213330573444,18.904312129899978,2,o,"Red,Blue",A
2230,0.0012098893442690768,0.1174892369490009,18.051137119186286,1, ,white,M
2155,0.001973157559084406,0.10072231476541604,21.938419817142048,2,w,yellow-orange,K
2832,0.0020398489966313117,0.10756484926863555,17.15142613774551,0,n,yellow-orange,A
2018,0.0009568008911928188,0.19986967328664254,24.266381299263912,4,B,yellow-orange,O
2388,0.000882730575151484,0.18758625523693132,22.326998060548945,4,r,Yellow,F
2919,0.00044538547870342555,0.1442014295675581,23.60239101997666,5,B,Yellow,K
2459,0.0010864387169387387,0.1738329795528496,24.992116452079365,3,o,yellow-orange,A
2201,0.0018561065701895186,0.12697512332478308,15.203558752972258,0,o,white,G
2275,0.0014237642904188694,0.18646653286190923,22.96384774576666,2,a,Yellow,B
2627,0.0015046278041003685,0.11114692463394549,17.57452164272004,5,r,yellow-orange,F
2293,0.000292121422927232,0.1203982252891021,20.119687101356575,2,w,Yellow,G
2161,0.0014721110745417353,0.16368819003863055,17.017685801091915,5,a,Yellow,A
2511,0.0005807067113468764,0.12535584409509715,23.249884521392104,5,n,Yellow,B
2840,0.0007363823582095399,0.17349798016041035,22.803735005013237,0,a,yellow-orange,G
2647,0.0007514470587184071,0.16571090201190009,16.059705520399636,4, ,white,O
2180,0.0007531902049041572,0.15825778040493663,23.712806322063653,3,f,Yellow,M
2120,0.00021096674461510567,0.10733958604903712,19.411362189160023,1,w,Yellow,M
2016,0.001972329231601988,0.14549545027882765,21.94675982414306,5,r,white,F
2467,0.0012448742369816346,0.17900800026847488,15.304779954376011,5,B,white,O
2255,0.00019775866017476514,0.19565546398043646,20.173184685213464,3,B,"Red,Blue",M
2764,0.001330097753605067,0.14369896859630635,20.33533494419423,5,r,"Red,Blue",G
2540,0.0009663711849940929,0.17731854001596706,23.608726976198753,1,o,Yellow,O
2335,0.0022441348105573474,0.1621754889983324,18.348077348337966,3,n,"Red,Blue",O
2222,0.0014117838283952621,0.1871889884887643,22.266366119925006,5,D,"Red,Blue",A
2070,0.0022852683212469583,0.18781046005224636,24.575987479262874,5,a,Yellow,K
2943,0.0014025731983853048,0.1279271162430738,18.310829438083964,2,B,white,A
2707,0.0006933234616650791,0.10800639676581887,23.811181564429923,3, ,yellow-orange,M
2218,0.0009142175594797049,0.11994545557172098,15.141517227235335,1,o,yellow-orange,O
2606,0.0019763804578954796,0.11599396803037812,15.923008478859465,1,r,white,A
2615,0.00011084158661507759,0.19838502241747275,23.40202233306342,5, ,Yellow,F
2761,0.00041145905878575104,0.18586297160598572,20.270833490359337,0, ,yellow-orange,O
2281,0.0017503677373833324,0.12762150334646707,20.911838744180073,1,a,yellow-orange,G
2131,0.0021334467596723088,0.11129767182537728,17.90803259997139,5,D,Yellow,K
2870,0.0013692771732102486,0.15337239606702124,19.517238314331955,2,B,"Red,Blue",O
2743,0.0010265530101501617,0.1946291802745049,17.46943174481676,1,n,Yellow,B
2197,0.0012299063876556604,0.19532280745713393,16.02580815324356,5,D,Yellow,M
2963,0.0007745309149784389,0.16359364309984964,19.527940742121352,1,r,Yellow,M
2336,0.000998364358048257,0.17575699530413927,20.612611555133725,1,w,white,M
2144,0.0008124538021601972,0.19265338595412107,23.513524223954224,0,f,Yellow,M
2521,0.0010996581152123975,0.13979762302397641,20.185419124431647,1,n,Yellow,B
2863,0.0008179165759779954,0.1682343416961386,24.474800203948604,0,o,yellow-orange,B
2830,0.0014819115732068718,0.17622910937533143,17.44148647882884,2,w,white,K
2257,0.0001870235572750022,0.17223713043948335,17.572229580391227,5,r,Yellow,K
2446,0.0009588775244109368,0.11334173497269585,23.169210842515795,2,f,Yellow,A
2051,0.0006000359301684748,0.1867487216660473,24.38885993039436,0, ,Yellow,F
2087,0.0016479271043267263,0.13745913553542946,18.82315149905769,5, ,yellow-orange,A
2371,0.0015542906326568712,0.1245050183711977,18.827410497881385,3,n,white,F
2333,0.0002646463480812215,0.17751169614092321,22.04511000416214,5,B,"Red,Blue",G
2776,0.001916683399406776,0.106891723490211,25.012472083994137,1, ,white,A
2411,0.0013407484654169137,0.14592048929747567,17.861537346481065,5,a,white,A
2710,0.001791067289592604,0.18750061726295109,20.082748145999936,0,w,"Red,Blue",O
2868,0.001354145293630476,0.1447464635401993,17.24404404103928,4,r,Yellow,K
2774,0.0023838899731780296,0.10118335967431184,16.57139740284573,4,r,yellow-orange,O
2473,0.0007410418872128848,0.19181364348281482,17.07657698213996,3,r,"Red,Blue",B
2850,0.00026100891127845316,0.16884812671493712,17.000578271272666,2, ,"Red,Blue",A
2284,0.0005802874091777062,0.13397904704605607,18.595491540190107,4,B,Yellow,O
2263,0.0012634564150820042,0.1561548329664054,19.237807194363054,0,n,white,O
2416,0.0019205943040641344,0.16544454518165724,20.184325076684296,1,B,yellow-orange,A
2165,0.0007659790646195868,0.19721171335829885,16.69953928145231,1,w,Yellow,M
2030,0.00014474349795114236,0.15731482101327443,16.40515837442495,2,B,"Red,Blue",B
2307,0.00040340114620713446,0.16629015175895112,17.681203027109394,4,n,"Red,Blue",B
2179,0.0007067305743172926,0.11368428439464444,25.052984091527488,1,o,"Red,Blue",M
2513,0.002447637631037601,0.1341703952524906,18.082939652434234,3,D,white,F
2235,0.0010069120216597276,0.10692766917547124,16.20239017564418,3,D,white,O
2862,0.0008749403210752609,0.17257874699167133,16.122902783683138,1,D,white,A
2058,0.0006765899051355759,0.135234501580547,19.67237595716449,1,r,Yellow,M
2187,0.0024135385022277752,0.10053864939003812,22.90209564389862,4,a,yellow-orange,M
2800,0.0021311685821206487,0.1781972611415213,24.540632812775133,5,o,yellow-orange,O
2338,0.0014020604995064593,0.19917130843550887,24.292306606609074,1,o,Yellow,O
2436,0.0008457810841396822,0.16724247221502148,16.168422282090393,4,a,yellow-orange,B
2651,0.00180415660764413,0.11869735698297862,18.36414731212097,5,D,yellow-orange,F
2937,0.0018214681192747124,0.10947993496720121,17.862511367222357,5,B,yellow-orange,A
2941,0.00029948108765453433,0.17435804640696828,23.1232745832013,1,f,"Red,Blue",A
2846,0.0024353517902741626,0.14142708691678837,20.5989851053789,5,n,"Red,Blue",M
2632,0.00044175792064126833,0.1391212896256533,18.52260048765248,1,w,"Red,Blue",F
2214,0.0013783045461827513,0.10014737597647833,22.174360405924528,1,w,Yellow,M
